,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
522,H2CA433772012,"TAVAGLIONE, JOHN F                                                                                                                                                                                      ",REP,0,0.0012424891530696935
523,H2CA433852012,"FLORES, BOB                                                                                                                                                                                             ",DEM,1,4.969956612278775e-06
524,H2CA461072012,"HAYDEN, GERARD P                                                                                                                                                                                        ",REP,0,0.0003379570496349567
525,H2CA471052012,"DELONG, GARY                                                                                                                                                                                            ",REP,0,0.0017196049878484565
526,H2CA480872012,"KANG, SUKHEE                                                                                                                                                                                            ",DEM,0,0.0007653733182909312
527,H2CA480952012,"VARASTEH, RON                                                                                                                                                                                           ",DEM,0,4.969956612278775e-06
528,H2CA492182012,"TETALMAN, JERRY                                                                                                                                                                                         ",DEM,0,0.0002534677872262176
529,H2CA500262012,"VARGAS, JUAN C.                                                                                                                                                                                         ",DEM,1,0.0004721458781664837
530,H2CA500262014,"VARGAS, JUAN C.                                                                                                                                                                                         ",DEM,1,9.442917563329671e-05
531,H2CA501582012,"SECOR, DAVID B                                                                                                                                                                                          ",DEM,0,
532,H2CA501662014,"KIMBER, JAMES HARVEY                                                                                                                                                                                    ",DEM,0,1.98798264491151e-05
533,H2CA520892012,"PETERS, SCOTT                                                                                                                                                                                           ",DEM,1,0.0020227723411974613
534,H2CA520892014,"PETERS, SCOTT                                                                                                                                                                                           ",DEM,1,0.0031410125789601857
535,H2CO011242012,"STROUD, DANNY E                                                                                                                                                                                         ",REP,0,3.97596528982302e-05
536,H2CO011242014,"STROUD, DANNY E                                                                                                                                                                                         ",IND,0,
537,H2CO011402012,"ATWOOD, FRANK                                                                                                                                                                                           ",LIB,0,
538,H2CO011402014,"ATWOOD, FRANK                                                                                                                                                                                           ",LIB,0,
539,H2CO021222014,"OLSEN, NORM                                                                                                                                                                                             ",LIB,0,
540,H2CO021482012,"LUNDBERG, KEVIN                                                                                                                                                                                         ",REP,0,0.0005765149670243379
541,H2CO021552012,"LUALLIN, RANDY                                                                                                                                                                                          ",LIB,0,
542,H2CO031382012,"PACE, SALVATORE II                                                                                                                                                                                      ",DEM,0,0.0024402486966288786
543,H2CO031462012,"CASIDA, TISHA TRINETTE                                                                                                                                                                                  ",UNK,0,9.442917563329671e-05
544,H2CO031462014,"CASIDA, TISHA TRINETTE                                                                                                                                                                                  ",UNK,0,4.472960951050898e-05
545,H2CO040942012,"SHAFFER, BRANDON                                                                                                                                                                                        ",DEM,0,0.0010586007584153794
546,H2CO041022012,"GILLILAND, JOSHUA L                                                                                                                                                                                     ",LIB,0,4.969956612278775e-06
547,H2CO050592012,"ANDERSON, DAVID C                                                                                                                                                                                       ",NNE,0,0.0004373561818805322
548,H2CO061232012,"MIKLOSI, JOE                                                                                                                                                                                            ",DEM,0,0.002261330258586843
549,H2CO061492012,"POLHEMUS, KATHY L                                                                                                                                                                                       ",IND,0,1.98798264491151e-05
550,H2CO071212012,"COORS, JOSEPH JR                                                                                                                                                                                        ",REP,0,0.0023110298247096305
551,H2CO071472012,"CAMPBELL, DOUGLAS 'DAYHORSE'                                                                                                                                                                            ",OTH,0,
552,H2CO071472014,"CAMPBELL, DOUGLAS 'DAYHORSE'                                                                                                                                                                            ",OTH,0,
553,H2CT011632012,"DECKER, JOHN HENRY                                                                                                                                                                                      ",REP,0,0.00018388839465431468
554,H2CT011712012,"DEROSA, S. MICHAEL                                                                                                                                                                                      ",GRE,0,
555,H2CT011892014,"COREY, MATTHEW M                                                                                                                                                                                        ",REP,0,5.96394793473453e-05
556,H2CT011892012,"COREY, MATTHEW M MR                                                                                                                                                                                     ",OTH,0,
557,H2CT021122014,"COURTNEY, JOSEPH D                                                                                                                                                                                      ",DEM,1,0.0011778797171100696
558,H2CT021122012,"COURTNEY, JOSEPH D                                                                                                                                                                                      ",DEM,1,0.0013468582419275481
559,H2CT021462012,"FORMICA, PAUL M.                                                                                                                                                                                        ",REP,0,0.00017394848142975714
560,H2CT021532012,"BENNETT, COLIN D.                                                                                                                                                                                       ",GRE,0,
561,H2CT040682012,"OBSITNIK, STEPHEN                                                                                                                                                                                       ",REP,0,0.0029372443578567567
562,H2CT051312014,"ESTY, ELIZABETH                                                                                                                                                                                         ",DEM,1,0.0027931156161006714
563,H2CT051312012,"ESTY, ELIZABETH                                                                                                                                                                                         ",DEM,1,0.001958162905237837
564,H2CT051802012,"WINSLEY, WAYNE ANTHONY                                                                                                                                                                                  ",REP,0,0.00011430900208241185
565,H2CT052062012,"RORABACK, ANDREW                                                                                                                                                                                        ",REP,0,0.0016997251613993412
566,H2DE001302012,"KOVACH, THOMAS H                                                                                                                                                                                        ",REP,0,8.945921902101794e-05
567,H2DE001552014,"AUGUST, BERNARD                                                                                                                                                                                         ",GRE,0,
568,H2DE001552012,"AUGUST, BERNARD                                                                                                                                                                                         ",GRE,0,
569,H2FL002922014,"DESANTIS, RONALD D                                                                                                                                                                                      ",REP,1,0.0002186780909402661
570,H2FL002922012,"DESANTIS, RONALD D                                                                                                                                                                                      ",REP,1,0.0008250127976382768
571,H2FL003002014,"BRONSON, WILLIAM EMERY                                                                                                                                                                                  ",DEM,0,4.969956612278776e-05
572,H2FL003002012,"BRONSON, WILLIAM E                                                                                                                                                                                      ",DEM,0,4.969956612278775e-06
573,H2FL011002014,"MILLER, JEFFERSON B.                                                                                                                                                                                    ",REP,1,8.945921902101794e-05
574,H2FL011002012,"MILLER, JEFFERSON B.                                                                                                                                                                                    ",REP,1,0.00032801713641039914
575,H2FL011912012,"FRETTS, CALEN                                                                                                                                                                                           ",LIB,0,3.97596528982302e-05
576,H2FL021322012,"MILLER, FLOYD PATRICK                                                                                                                                                                                   ",UNK,0,
577,H2FL030562014,"BROWN, CORRINE                                                                                                                                                                                          ",DEM,1,0.00010436908885785428
578,H2FL030562012,"BROWN, CORRINE                                                                                                                                                                                          ",DEM,1,0.0001192789586946906
579,H2FL031302012,"DODDS, PHILIP                                                                                                                                                                                           ",NPA,0,9.93991322455755e-06
580,H2FL041122012,"KLAUDER, JAMES R                                                                                                                                                                                        ",REP,0,4.472960951050898e-05
581,H2FL051502012,"WERDER, H DAVID                                                                                                                                                                                         ",DEM,0,
582,H2FL051842012,"FLEMING, EILEEN                                                                                                                                                                                         ",NNE,0,
583,H2FL061092014,"YOHO, THEODORE SCOTT                                                                                                                                                                                    ",REP,1,0.00013915878514380572
584,H2FL061092012,"YOHO, THEODORE SCOTT MR.                                                                                                                                                                                ",REP,1,0.000596394793473453
585,H2FL071232012,"KENDALL, JASON H                                                                                                                                                                                        ",DEM,0,2.484978306139388e-05
586,H2FL071312012,"MARRA, FRED                                                                                                                                                                                             ",UNK,0,
587,H2FL080552014,"MICA, JOHN L. MR.                                                                                                                                                                                       ",REP,1,8.448926240873917e-05
588,H2FL080552012,"MICA, JOHN L. MR.                                                                                                                                                                                       ",REP,1,0.0004075364422068596
589,H2FL080632012,"DEMINGS, VALDEZ VAL                                                                                                                                                                                     ",DEM,0,0.0016500255952765536
590,H2FL080712012,"GILLMOR, RICHARD H                                                                                                                                                                                      ",UNK,0,9.93991322455755e-06
591,H2FL091032012,"SNOW, JONATHAN MICHAEL                                                                                                                                                                                  ",DEM,0,1.98798264491151e-05
592,H2FL101502014,"EHRLICH, JESSICA D                                                                                                                                                                                      ",DEM,0,3.97596528982302e-05
593,H2FL101502012,"EHRLICH, JESSICA D                                                                                                                                                                                      ",DEM,0,0.000596394793473453
594,H2FL101682012,"SEEGOLAM, NAIPAUL                                                                                                                                                                                       ",UNK,0,
595,H2FL110912012,"OTERO, EVELIO                                                                                                                                                                                           ",REP,0,0.0001789184380420359
596,H2FL131882012,"FITZGERALD, KEITH                                                                                                                                                                                       ",DEM,0,0.0014064977212748936
597,H2FL140532014,"FRANKEL, LOIS J.                                                                                                                                                                                        ",DEM,1,0.0005069355744524352
598,H2FL140532012,"FRANKEL, LOIS J.                                                                                                                                                                                        ",DEM,1,0.002246420388750007
599,H2FL141942014,"RADEL, HENRY J. III                                                                                                                                                                                     ",REP,1,3.97596528982302e-05
600,H2FL141942012,"RADEL, HENRY J. III                                                                                                                                                                                     ",REP,1,0.00045226605171736856
601,H2FL170802012,"BAUMANN, TOM                                                                                                                                                                                            ",UNK,0,
602,H2FL180702012,"HOLLOMAN,MARILYN DAVIS                                                                                                                                                                                  ",DEM,0,
603,H2FL200432014,"KAUFMAN, JOE                                                                                                                                                                                            ",REP,0,
604,H2FL200432012,"KAUFMAN, JOE                                                                                                                                                                                            ",REP,0,
605,H2FL201002012,"TERRY, RANDALL A                                                                                                                                                                                        ",IND,0,0.00022364804755254487
606,H2FL210662014,"TROUT, W. MICHAEL ""MIKE""                                                                                                                                                                                ",W  ,0,
607,H2FL210662012,"TROUT, W. MICHAEL MIKE                                                                                                                                                                                  ",NNE,0,
608,H2FL220722014,"MURPHY, PATRICK                                                                                                                                                                                         ",DEM,1,0.0026291070478954718
609,H2FL220722012,"MURPHY, PATRICK                                                                                                                                                                                         ",DEM,1,0.0034243001058600763
610,H2FL220982012,"HASNER, ADAM                                                                                                                                                                                            ",REP,0,0.001878643599441377
611,H2FL230212014,"HASTINGS, ALCEE L                                                                                                                                                                                       ",DEM,1,0.0001590386115929208
612,H2FL230212012,"HASTINGS, ALCEE L L                                                                                                                                                                                     ",DEM,1,0.00010436908885785428
613,H2FL230962012,"KATZ, IIYA                                                                                                                                                                                              ",NNE,0,
614,H2FL250182014,"DIAZ-BALART, MARIO                                                                                                                                                                                      ",REP,1,0.0001192789586946906
615,H2FL250182012,"DIAZ-BALART, MARIO                                                                                                                                                                                      ",REP,1,8.945921902101794e-05
616,H2FL260652012,"FERNANDEZ, ANGEL                                                                                                                                                                                        ",IND,0,9.93991322455755e-06
617,H2FL270142012,"YEVANCEY, MANNY                                                                                                                                                                                         ",DEM,0,
618,H2FL280122012,"GAILLOT, JACQUES RENE JR                                                                                                                                                                                ",DEM,0,4.969956612278775e-06
619,H2GA011572014,"KINGSTON, JACK REP.                                                                                                                                                                                     ",REP,1,7.454934918418163e-05
620,H2GA011572012,"KINGSTON, JACK REP.                                                                                                                                                                                     ",REP,1,0.0003578368760840718
621,H2GA012312012,"MESSINGER, LESLI RAE                                                                                                                                                                                    ",DEM,0,
622,H2GA020312014,"BISHOP, SANFORD D JR                                                                                                                                                                                    ",DEM,1,0.0007057338389435861
623,H2GA020312012,"BISHOP, SANFORD D JR                                                                                                                                                                                    ",DEM,1,0.00042741626865597465
624,H2GA021142012,"HOUSE, JOHN M                                                                                                                                                                                           ",REP,0,4.969956612278775e-06
625,H2GA041442012,"VAUGHN, JEFFERY CHRIS                                                                                                                                                                                   ",REP,0,4.472960951050898e-05
626,H2GA051332012,"STOPECK, HOWARD                                                                                                                                                                                         ",REP,0,9.93991322455755e-06
627,H2GA061072014,"MONTIGEL, ROBERT G                                                                                                                                                                                      ",DEM,0,4.969956612278775e-06
628,H2GA061072012,"MONTIGEL, ROBERT G                                                                                                                                                                                      ",DEM,0,
629,H2GA061152012,"KAZANOW, JEFFREY H                                                                                                                                                                                      ",DEM,0,1.98798264491151e-05
630,H2GA070972012,"REILLY, STEVEN M                                                                                                                                                                                        ",DEM,0,2.981973967367265e-05
631,H2GA091502014,"COLLINS, DOUGLAS ALLEN                                                                                                                                                                                  ",REP,1,0.0004224463120436959
632,H2GA091502012,"COLLINS, DOUGLAS ALLEN                                                                                                                                                                                  ",REP,1,0.00017394848142975714
633,H2GA092002012,"COOLEY, JOSEPH DILLARD III (JODY)                                                                                                                                                                       ",DEM,0,0.00017394848142975714
634,H2GA110162012,"MCKINNEY, CYNTHIA                                                                                                                                                                                       ",GRE,0,
635,H2GA111492014,"GINGREY, PHIL REP.                                                                                                                                                                                      ",REP,1,0.00017394848142975714
636,H2GA111492012,"GINGREY, J. PHILLIP                                                                                                                                                                                     ",REP,1,0.0006759140992699134
637,H2GA111802014,"LEVENE, ALLAN                                                                                                                                                                                           ",REP,0,
638,H2GA111802012,"LEVENE, ALLAN                                                                                                                                                                                           ",REP,0,
639,H2GA112062012,"THOMPSON, JOHN PATRICK                                                                                                                                                                                  ",DEM,0,1.98798264491151e-05
640,H2GA121052012,"ANDERSON, LEE I                                                                                                                                                                                         ",REP,0,0.0004920257046155987
641,H2GA121212014,"ALLEN, RICHARD W                                                                                                                                                                                        ",REP,1,0.002077441863932528
642,H2GA121212012,"ALLEN, RICHARD W                                                                                                                                                                                        ",REP,1,
643,H2GA130122014,"SCOTT, DAVID ALBERT                                                                                                                                                                                     ",DEM,1,0.00013418882853152693
644,H2GA130122012,"SCOTT, DAVID ALBERT                                                                                                                                                                                     ",DEM,1,0.0002484978306139388
645,H2GA130532012,"MALIK, SHAHID HAMID                                                                                                                                                                                     ",REP,0,
646,H2GA140102012,"GRANT, DANIEL FRANK                                                                                                                                                                                     ",DEM,0,
647,H2HI021102014,"HANABUSA, COLLEEN WAKAKO                                                                                                                                                                                ",DEM,1,0.0005218454442892713
648,H2HI021102012,"HANABUSA, COLLEEN WAKAKO                                                                                                                                                                                ",DEM,1,0.0006808840558821923
649,H2HI025082014,"GABBARD, TULSI                                                                                                                                                                                          ",DEM,1,0.0004920257046155987
650,H2HI025082012,"GABBARD, TULSI                                                                                                                                                                                          ",DEM,1,0.0007107037955558647
651,H2HI025242014,"CROWLEY, KAWIKA                                                                                                                                                                                         ",REP,0,
652,H2HI025242012,"CROWLEY, KAWIKA                                                                                                                                                                                         ",REP,0,
653,H2IA010552014,"BLUM, RODNEY LELAND                                                                                                                                                                                     ",REP,1,0.0012126694133960214
654,H2IA010552012,"BLUM, RODNEY LELAND                                                                                                                                                                                     ",REP,1,
655,H2IA010632012,"HUGHES, GREGORY                                                                                                                                                                                         ",IND,0,
656,H2IA020532012,"ARCHER, JOHN HENRY                                                                                                                                                                                      ",REP,0,0.001635115725439717
657,H2IA021032012,"AVERSA, ALAN                                                                                                                                                                                            ",IND,0,
658,H2IA041172012,"VILSACK, CHRISTIE                                                                                                                                                                                       ",DEM,0,0.003265261494267155
659,H2IA050722014,"KING, STEVE MR.                                                                                                                                                                                         ",REP,1,0.002390549130506091
660,H2IA050722012,"KING, STEVE MR.                                                                                                                                                                                         ",REP,1,0.004149913771252778
661,H2ID011012012,"FARRIS, JAMES R (JIMMY)                                                                                                                                                                                 ",DEM,0,5.96394793473453e-05
662,H2ID011352012,"OATES, ROB                                                                                                                                                                                              ",LIB,0,
663,H2ID011432014,"MCCANDLESS, REED C.                                                                                                                                                                                     ",REP,0,
664,H2ID011432012,"MCMCANDLESS, REED C.                                                                                                                                                                                    ",REP,0,
665,H2ID020182014,"STALLINGS, RICHARD                                                                                                                                                                                      ",DEM,0,0.0002186780909402661
666,H2ID021332012,"LEFAVOUR, NICOLE                                                                                                                                                                                        ",DEM,0,0.000641124402983962
667,H2IL010422014,"RUSH, BOBBY LEE                                                                                                                                                                                         ",DEM,1,9.93991322455755e-06
668,H2IL010422012,"RUSH, BOBBY L                                                                                                                                                                                           ",DEM,1,5.466952273506653e-05
669,H2IL011662012,"PELOQUIN, DONALD                                                                                                                                                                                        ",REP,0,0.00014412874175608447
670,H2IL011822014,"TILLMAN, JIMMY LEE                                                                                                                                                                                      ",REP,0,
671,H2IL011822012,"TILLMAN, JIMMY LEE                                                                                                                                                                                      ",REP,0,
672,H2IL021492012,"WOODWORTH, BRIAN                                                                                                                                                                                        ",REP,0,2.981973967367265e-05
673,H2IL021562012,"LEWIS, MARCUS                                                                                                                                                                                           ",IND,0,
674,H2IL021562013,"LEWIS, MARCUS                                                                                                                                                                                           ",IND,0,
675,H2IL021722014,"KELLY, ROBIN L.                                                                                                                                                                                         ",DEM,1,0.0004969956612278775
676,H2IL021722013,"KELLY, ROBIN L                                                                                                                                                                                          ",DEM,1,
677,H2IL031212012,"GRABOWSKI, RICHARD L                                                                                                                                                                                    ",REP,0,1.98798264491151e-05
678,H2IL041452012,"CONCEPCION, HECTOR L                                                                                                                                                                                    ",REP,0,2.981973967367265e-05
679,H2IL041452014,"CONCEPCION, HECTOR L                                                                                                                                                                                    ",REP,0,
680,H2IL051832014,"WADE, NANCY LYNN                                                                                                                                                                                        ",GRE,0,2.484978306139388e-05
681,H2IL051832012,"WADE, NANCY LYNN                                                                                                                                                                                        ",GRE,0,2.981973967367265e-05
682,H2IL060582012,"COOLIDGE, LESLIE ANNE                                                                                                                                                                                   ",DEM,0,0.0009492617129452461
683,H2IL071062012,"ZAK, RITA                                                                                                                                                                                               ",REP,0,
684,H2IL071142012,"MONAGHAN, JOHN H.                                                                                                                                                                                       ",IND,0,
685,H2IL080392014,"GUTIERREZ, LUIS V                                                                                                                                                                                       ",DEM,1,2.484978306139388e-05
686,H2IL080392012,"GUTIERREZ, LUIS V                                                                                                                                                                                       ",DEM,1,1.98798264491151e-05
687,H2IL091102012,"WOLFE, TIMOTHY C                                                                                                                                                                                        ",REP,0,0.00011430900208241185
688,H2IL100682014,"SCHNEIDER, BRADLEY SCOTT                                                                                                                                                                                ",DEM,1,0.006903269734455219
689,H2IL100682012,"SCHNEIDER, BRADLEY SCOTT                                                                                                                                                                                ",DEM,1,0.006028557370694154
690,H2IL100682014,"SCHNEIDER, BRADLEY SCOTT                                                                                                                                                                                ",DEM,0,0.006903269734455219
691,H2IL100682012,"SCHNEIDER, BRADLEY SCOTT                                                                                                                                                                                ",DEM,0,0.006028557370694154
692,H2IL120982012,"PLUMMER, JASON                                                                                                                                                                                          ",REP,0,0.002012832427972904
693,H2IL121222014,"ENYART, WILLIAM L. JR.                                                                                                                                                                                  ",DEM,1,0.0017842144238080805
694,H2IL121222012,"ENYART, WILLIAM L JR                                                                                                                                                                                    ",DEM,1,0.0013120685456415966
695,H2IL121222014,"ENYART, WILLIAM L. JR.                                                                                                                                                                                  ",DEM,0,0.0017842144238080805
696,H2IL121222012,"ENYART, WILLIAM L JR                                                                                                                                                                                    ",DEM,0,0.0013120685456415966
697,H2IL121302014,"BRADSHAW, PAULA                                                                                                                                                                                         ",GRE,0,9.93991322455755e-06
698,H2IL121302012,"BRADSHAW, PAULA                                                                                                                                                                                         ",GRE,0,1.98798264491151e-05
699,H2IL131202014,"DAVIS, RODNEY L                                                                                                                                                                                         ",REP,1,0.0024004890437306485
700,H2IL131202012,"DAVIS, RODNEY L                                                                                                                                                                                         ",REP,1,0.0028875447917339685
701,H2IL131382012,"HARTMAN, JOHN                                                                                                                                                                                           ",IND,0,4.969956612278775e-06
702,H2IL140782014,"ANDERSON, DENNIS                                                                                                                                                                                        ",DEM,0,6.957939257190285e-05
703,H2IL140782012,"ANDERSON, DENNIS                                                                                                                                                                                        ",DEM,0,3.97596528982302e-05
704,H2IL150832012,"MICHAEL, ANGELA                                                                                                                                                                                         ",DEM,0,
705,H2IL160572012,"ROHL, WANDA                                                                                                                                                                                             ",DEM,0,7.95193057964604e-05
706,H2IL170712014,"BUSTOS, CHERI                                                                                                                                                                                           ",DEM,1,0.003995845116272135
707,H2IL170712012,"BUSTOS, CHERI                                                                                                                                                                                           ",DEM,1,0.0039610554199861845
