cand_id,cand_name,cand_pty_affliation,result,totaldonations,uniquepercent,smallpercent,largepercent
H4WA081212014,"RITCHIE, JASON                                                                                                                                                                                          ",DEM,0,36,0.6388888888888888,0.027777777777777776,0.08333333333333333
H6CA460332012,"SANCHEZ, LORETTA                                                                                                                                                                                        ",DEM,1,298,0.46308724832214765,0.006711409395973154,0.31543624161073824
H6MN011742014,"WALZ, TIMOTHY J.                                                                                                                                                                                        ",DEM,1,388,0.45103092783505155,0.005154639175257732,0.15463917525773196
H6MN060742012,"BACHMANN, MICHELE                                                                                                                                                                                       ",REP,1,2908,0.4322558459422283,0.001375515818431912,0.05983493810178817
H6NJ061872012,"CHIVUKULA, UPENDRA J                                                                                                                                                                                    ",DEM,0,1324,0.4705438066465257,0.0015105740181268882,0.10120845921450151
H6NJ081182014,"PASCRELL, WILLIAM J. HON. JR.                                                                                                                                                                           ",DEM,1,394,0.42385786802030456,0.005076142131979695,0.07106598984771574
H6NJ121442014,"HOLT, RUSH D.                                                                                                                                                                                           ",DEM,1,54,0.35185185185185186,0.037037037037037035,0.7777777777777778
H6NY251252014,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,0,1472,0.21467391304347827,0.002717391304347826,0.11684782608695653
H6NY251252014,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,1,1472,0.21467391304347827,0.002717391304347826,0.11684782608695653
H6OR040472012,"DEFAZIO, PETER A                                                                                                                                                                                        ",DEM,1,366,0.4644808743169399,0.00546448087431694,0.04371584699453552
H6PA162882012,"MURPHY, JOHN ANDREW                                                                                                                                                                                     ",IND,0,20,0.1,0.6,0.2
H6PA162882012,"MURPHY, JOHN ANDREW                                                                                                                                                                                     ",IND,0,20,0.1,0.6,0.2
H6TX081002014,"BRADY, KEVIN                                                                                                                                                                                            ",REP,1,446,0.49327354260089684,0.004484304932735426,0.13452914798206278
H6TX210122014,"SMITH, LAMAR                                                                                                                                                                                            ",REP,1,470,0.43829787234042555,0.00851063829787234,0.28085106382978725
H6WI081062012,"WALL, JAMES RICHARD JR                                                                                                                                                                                  ",DEM,0,418,0.45215311004784686,0.03349282296650718,0.028708133971291867
H6WI081062012,"WALL, JAMES RICHARD JR                                                                                                                                                                                  ",DEM,0,418,0.45215311004784686,0.03349282296650718,0.028708133971291867
H8CA050352014,"PELOSI, NANCY                                                                                                                                                                                           ",DEM,1,314,0.48089171974522293,0.006369426751592357,0.42038216560509556
H8CA220892012,"CAPPS, LOIS                                                                                                                                                                                             ",DEM,1,1164,0.4329896907216495,0.003436426116838488,0.13917525773195877
H8CO021372014,"POLIS, JARED                                                                                                                                                                                            ",DEM,1,244,0.44672131147540983,0.04918032786885246,0.4180327868852459
H8CO021372012,"POLIS, JARED                                                                                                                                                                                            ",DEM,1,154,0.44805194805194803,0.05194805194805195,0.2987012987012987
H8CO061382014,"COFFMAN, MICHAEL                                                                                                                                                                                        ",REP,1,729,0.8806584362139918,0.0013717421124828531,0.25377229080932784
H8CO061382012,"COFFMAN, MICHAEL                                                                                                                                                                                        ",REP,1,555,0.8882882882882883,0.0018018018018018018,0.1783783783783784
H8CT041722012,"HIMES, JIM                                                                                                                                                                                              ",DEM,1,1234,0.44408427876823336,0.0032414910858995136,0.21393841166936792
H8FL220382012,"WEST, ALLEN B MR.                                                                                                                                                                                       ",REP,0,5056,0.4560917721518987,0.00039556962025316455,0.07555379746835443
H8FL220382012,"WEST, ALLEN B MR.                                                                                                                                                                                       ",REP,0,5056,0.4560917721518987,0.00039556962025316455,0.07555379746835443
H8FL250152014,"GARCIA, JOE                                                                                                                                                                                             ",DEM,0,1776,0.21903153153153154,0.0022522522522522522,0.3400900900900901
H8FL250152014,"GARCIA, JOE                                                                                                                                                                                             ",DEM,1,1776,0.21903153153153154,0.0022522522522522522,0.3400900900900901
H8IA020432014,"MILLER-MEEKS, MARIANNETTE JANE                                                                                                                                                                          ",REP,0,441,0.42857142857142855,0.5351473922902494,0.09977324263038549
H8IL090672014,"SCHAKOWSKY, JANICE D                                                                                                                                                                                    ",DEM,1,652,0.42484662576687116,0.006134969325153374,0.0950920245398773
H8MA051432014,"TSONGAS, NICOLA S                                                                                                                                                                                       ",DEM,1,274,0.4416058394160584,0.0072992700729927005,0.27007299270072993
H8MD010942012,"HARRIS, ANDREW P                                                                                                                                                                                        ",REP,1,930,0.44516129032258067,0.002150537634408602,0.060215053763440864
H8ME011202012,"PINGREE, CHELLIE M                                                                                                                                                                                      ",DEM,1,372,0.4435483870967742,0.005376344086021506,0.25268817204301075
H8MI090682014,"PETERS, GARY                                                                                                                                                                                            ",DEM,1,6110,0.24386252045826515,0.002618657937806874,0.18657937806873978
H8NM012572014,"GRISHAM, MICHELLE LUJAN                                                                                                                                                                                 ",DEM,1,516,0.437984496124031,0.003875968992248062,0.07364341085271318
H8NY070462014,"CROWLEY, JOSEPH                                                                                                                                                                                         ",DEM,1,258,0.4689922480620155,0.007751937984496124,0.21705426356589147
H8OH070992012,"NEUHARDT, SHAREN SWARTZ                                                                                                                                                                                 ",DEM,0,944,0.4353813559322034,0.012711864406779662,0.048728813559322036
H8OH070992012,"NEUHARDT, SHAREN SWARTZ                                                                                                                                                                                 ",DEM,0,944,0.4353813559322034,0.012711864406779662,0.048728813559322036
H8OR051072012,"SCHRADER, KURT                                                                                                                                                                                          ",DEM,1,494,0.4676113360323887,0.004048582995951417,0.06882591093117409
